"County","State","VotesTrump","VotesClinton","PercTrump","PercClinton","PercWhite","HIncome"
"Macon","Missouri",5794,1518,76.4,20,95.2,38443
"Macon","North Carolina",12035,4841,69.4,27.9,93.8,37892
"Macon","Tennessee",6260,1071,83.6,14.3,96,35306
"Macoupin","Illinois",14194,6532,64.9,29.9,97.6,49590
"Madera","California",19221,13283,56.1,38.8,62.6,45625
"Madison","Alabama",89199,62435,55.9,39.2,68.2,58434
"Madison","Arkansas",4917,1587,72,23.2,93.6,35771
"Madison","Florida",4849,3526,57,41.5,57.6,33833
"Madison","Georgia",9195,2423,77,20.3,87.6,42549
"Madison","Idaho",8941,1201,57,7.7,93.9,32059
"Madison","Illinois",70295,50336,55,39.4,88.2,53633
"Madison","Indiana",32376,18595,60.3,34.7,87.7,43120
"Madison","Iowa",5336,2666,62.6,31.3,98.1,57581
"Madison","Kentucky",23431,11793,62.8,31.6,91.6,42312
"Madison","Louisiana",1927,2744,40.7,58,37.2,25498
"Madison","Mississippi",25607,18358,56.8,40.8,57,59904
"Madison","Missouri",4102,1005,77.1,18.9,97.1,35870
"Madison","Montana",3280,1175,69.5,24.9,96.8,47762
"Madison","Nebraska",10518,2663,75.4,19.1,88.2,46566
"Madison","New York",14901,10548,54.4,38.5,95,53589
"Madison","North Carolina",6735,3899,61.4,35.6,96.5,38598
"Madison","Ohio",11319,4662,67.6,27.8,90.6,54956
"Madison","Tennessee",21321,15438,56.5,40.9,59.2,41617
"Madison","Texas",3349,881,78.2,20.6,67,41732
"Madison","Virginia",4418,2202,63.7,31.8,86.7,53459
"Magoffin","Kentucky",3824,1172,74.7,22.9,98.6,26877
"Mahaska","Iowa",7404,2606,70.6,24.8,95.7,47967
"Mahnomen","Minnesota",991,930,47.8,44.8,50.1,40282
"Mahoning","Ohio",52808,56188,46.8,49.8,79.9,41058
"Major","Oklahoma",2940,310,86.5,9.1,91,49905
"Malheur","Oregon",7141,2213,71.8,22.2,77.5,35578
"Manassas","Virginia",5934,8395,39,55.2,61.7,71036
"Manassas Park","Virginia",1732,3218,33.2,61.7,55.9,71227
"Manatee","Florida",101681,71066,57,39.8,81.9,47876
"Manistee","Michigan",6915,4979,54.9,39.5,92.2,41551
"Manitowoc","Wisconsin",23234,14563,58.1,36.4,93.8,48881
"Marathon","Wisconsin",39010,26476,56.7,38.5,91.3,53363
"Marengo","Alabama",5224,5607,47.7,51.2,46.4,35079
"Maricopa","Arizona",566019,524360,49.2,45.6,73,53596
"Maries","Missouri",3559,794,79.1,17.7,97.7,42566
"Marin","California",13127,64333,16.1,78.9,80,90839
"Marinette","Wisconsin",12995,6243,65,31.2,97.1,40490
"Marion","Alabama",11273,1432,87.3,11.1,93.6,32888
"Marion","Arkansas",5077,1377,74.9,20.3,97,34494
"Marion","Florida",107710,61958,61.7,35.5,81,39453
"Marion","Georgia",1921,1213,60.4,38.1,60.1,33301
"Marion","Illinois",11677,4231,70.3,25.5,93.1,41010
"Marion","Indiana",129028,209920,36.2,58.8,62.7,42334
"Marion","Iowa",10940,5469,62.3,31.2,96.7,54723
"Marion","Kansas",3928,1177,71.9,21.5,96,45830
"Marion","Kentucky",5122,2679,63.2,33,88.1,38719
"Marion","Mississippi",7697,3572,67.3,31.2,65.8,29400
"Marion","Missouri",9418,2993,73,23.2,91.8,42046
"Marion","Ohio",16563,7748,64.6,30.2,91.1,42572
"Marion","Oregon",54336,48803,49,44,78.2,46885
"Marion","South Carolina",5434,8522,38.2,59.9,40.6,29149
"Marion","Tennessee",7680,2829,70.9,26.1,93.9,41268
"Marion","Texas",2968,1156,70.6,27.5,73.5,31967
"Marion","West Virginia",14592,6926,63.7,30.2,94.3,42152
"Mariposa","California",4317,2568,58.8,35,88.2,49820
"Marlboro","South Carolina",4257,5928,41.1,57.3,41.4,28297
"Marquette","Michigan",14646,16042,44.5,48.8,93.8,45622
"Marquette","Wisconsin",4712,2808,60.3,35.9,96.9,46077
"Marshall","Alabama",29217,4913,83.6,14.1,87.6,39526
"Marshall","Illinois",3776,1784,64,30.2,97.1,51504
"Marshall","Indiana",12286,4798,68.2,26.6,93.5,45709
"Marshall","Iowa",9125,7623,51.6,43.1,88.7,51555
"Marshall","Kansas",3250,1060,71,23.2,97.4,44032
"Marshall","Kentucky",12322,3672,73.8,22,98.3,43907
"Marshall","Minnesota",3208,1225,66.9,25.6,96.6,52198
"Marshall","Mississippi",6525,7944,44.4,54,50.1,36022
"Marshall","Oklahoma",4202,1095,76.6,20,73.8,37319
"Marshall","South Dakota",1056,754,54.2,38.7,85.4,46597
"Marshall","Tennessee",8167,2848,71.6,25,88.5,42291
"Marshall","West Virginia",9565,2894,73.1,22.1,98,40681
"Martin","Florida",53182,30158,62,35.2,87.3,49846
"Martin","Indiana",3695,881,76.9,18.3,98.4,44740
"Martin","Kentucky",3503,363,88.6,9.2,92,26261
"Martin","Minnesota",7062,2733,67.5,26.1,96.7,48530
"Martin","North Carolina",5874,5814,49.6,49.1,53.1,35111
"Martin","Texas",1453,266,82.8,15.2,84.7,42607
"Martinsville","Virginia",2149,3531,36.6,60.1,49.9,28116
"Mason","Illinois",4051,2008,63,31.2,98.1,42260
"Mason","Kentucky",4944,1970,68.5,27.3,90.3,41137
"Mason","Michigan",8505,5281,58,36,94.8,41136
"Mason","Texas",1656,353,80.7,17.2,93,46865
"Mason","Washington",12070,10786,48.7,43.5,86.1,48755
"Mason","West Virginia",7597,2069,75.1,20.5,97.7,38411
"Massac","Illinois",4844,1555,73,23.4,91,43615
"Matagorda","Texas",8147,3357,69.2,28.5,71.2,43096
"Mathews","Virginia",3515,1563,66.4,29.5,88,55192
"Maui","Hawaii",12723,31292,26.2,64.5,34.4,63512
"Maury","Tennessee",23781,10026,67.8,28.6,82.4,45336
"Maverick","Texas",2816,10397,20.7,76.5,91.4,31395
"Mayes","Oklahoma",11550,3423,73.5,21.8,68,42751
"McClain","Oklahoma",13151,2893,78.1,17.2,84.5,54426
"McCone","Montana",858,154,81.3,14.6,98,46667
"McCook","South Dakota",1794,623,69.3,24.1,98,52703
"McCormick","South Carolina",2651,2479,50.8,47.5,48.7,40028
"McCracken","Kentucky",20774,9134,66.4,29.2,85,44898
"McCreary","Kentucky",5012,664,86.8,11.5,91.4,20972
"McCulloch","Texas",2546,480,82.5,15.6,83.9,39194
"McCurtain","Oklahoma",8642,1799,80.7,16.8,67.1,31790
"McDonald","Missouri",6599,1329,80.2,16.1,85,37997
"McDonough","Illinois",6789,5278,52.6,40.9,90.4,36031
"McDowell","North Carolina",14517,4645,74.2,23.8,90.6,35297
"McDowell","West Virginia",4614,1429,74.7,23.1,89.1,22252
"McDuffie","Georgia",5432,3699,58.6,39.9,57.2,37487
"McHenry","Illinois",71117,59827,50.7,42.7,90.1,76145
"McHenry","North Dakota",1991,474,74.1,17.6,97.8,45343
"McIntosh","Georgia",3482,2298,59.1,39,61.5,39068
"McIntosh","North Dakota",1095,233,77,16.4,98.1,36066
"McIntosh","Oklahoma",5501,2122,69.1,26.7,70.3,36096
"McKean","Pennsylvania",11159,3802,71.7,24.4,95.9,41834
"McKenzie","North Dakota",3661,696,79.7,15.2,75.3,64866
"McKinley","New Mexico",4893,13162,23.3,62.8,15.2,30458
"McLean","Illinois",37081,35918,46.9,45.5,84.3,62089
"McLean","Kentucky",3381,988,74,21.6,97.6,38833
"McLean","North Dakota",3827,1070,73.5,20.6,91,53565
"McLennan","Texas",48245,27046,61.7,34.6,69.8,41922
"McLeod","Minnesota",12155,4980,65,26.7,95.9,55170
"McMinn","Tennessee",14673,3507,78.5,18.8,91.7,39410
"McMullen","Texas",454,40,91.3,8,90.9,39500
"McNairy","Tennessee",7839,1847,78.1,18.4,91.8,33452
"McPherson","Kansas",8407,3183,67.6,25.6,95.1,54167
"McPherson","Nebraska",257,14,89.9,4.9,98.1,54926
"McPherson","South Dakota",892,192,78.5,16.9,98.2,37240
"Meade","Kansas",1390,206,83,12.3,92.7,51000
"Meade","Kentucky",8660,3026,70.8,24.7,92.4,46756
"Meade","South Dakota",8441,2223,72.6,19.1,92,49324
"Meagher","Montana",728,191,74.9,19.7,97.9,38182
"Mecklenburg","North Carolina",154303,292258,33.4,63.3,55.3,55444
"Mecklenburg","Virginia",8283,6571,54.6,43.3,59.9,36261
"Mecosta","Michigan",10305,5827,60.1,34,93.7,39470
"Medina","Ohio",53811,31582,60.2,35.3,96.1,65951
"Medina","Texas",12054,4624,70.1,26.9,85.6,55326
"Meeker","Minnesota",8104,3192,66.4,26.2,97.3,53904
"Meigs","Ohio",6869,2157,73,22.9,97.4,35469
"Meigs","Tennessee",3337,856,77.4,19.9,96.5,35150
"Mellette","South Dakota",402,238,58.9,34.8,39.7,35109
"Menard","Illinois",4230,1808,65.9,28.1,97.5,58190
"Menard","Texas",681,153,79.2,17.8,82.4,31215
"Mendocino","California",3571,6905,31.2,60.4,76.5,43469
"Menifee","Kentucky",2010,700,72.3,25.2,96.5,29108
"Menominee","Michigan",6704,3539,62.3,32.9,95.3,41739
"Menominee","Wisconsin",269,1003,21,78.4,10.7,33333
"Merced","California",18486,21856,43.5,51.4,58,42591
"Mercer","Illinois",4800,3061,57,36.4,98.3,53136
"Mercer","Kentucky",7740,2395,73.1,22.6,92.8,45396
"Mercer","Missouri",1486,216,85.5,12.4,97.8,40272
"Mercer","New Jersey",42604,93721,30.1,66.3,61.4,73480
"Mercer","North Dakota",3715,616,81.4,13.5,95.6,66534
"Mercer","Ohio",17200,3335,80.7,15.6,97.4,52535
"Mercer","Pennsylvania",30034,17631,60.6,35.6,91.6,44301
"Mercer","West Virginia",17362,4689,75.8,20.5,91.6,34842
"Meriwether","Georgia",5216,3800,56.8,41.4,57.9,37333
"Merrick","Nebraska",2914,601,78.6,16.2,96.2,50859
"Merrimack","New Hampshire",37631,40056,46,49,95.3,65353
"Mesa","Colorado",45955,20216,64.3,28.3,89.4,49471
"Metcalfe","Kentucky",3491,976,75.6,21.1,96.8,31750
"Miami","Indiana",9975,2766,74.2,20.6,91.8,42023
"Miami","Kansas",9839,3949,66.9,26.8,95.2,58936
"Miami","Ohio",36311,12832,70.6,24.9,94.4,52040
"Miami-Dade","Florida",333666,623006,34.1,63.7,73.8,43100
"Middlesex","Connecticut",38423,44584,44.1,51.1,89.2,76994
"Middlesex","Massachusetts",216163,508919,28.2,66.3,80,82090
"Middlesex","New Jersey",108981,164887,38.6,58.3,58.6,79596
"Middlesex","Virginia",3668,2107,61.2,35.2,79.2,53309
"Midland","Michigan",23877,15655,56.3,36.9,94.5,53076
"Midland","Texas",36896,9993,75.7,20.5,76.9,62993
"Mifflin","Pennsylvania",14050,3563,77,19.5,97.5,40384
"Milam","Texas",6340,2042,73.7,23.7,78.1,37391
"Millard","Utah",3672,410,73.7,8.2,87.6,49238
"Mille Lacs","Minnesota",8340,3709,64.4,28.6,91.1,47862
"Miller","Arkansas",11293,4273,70.2,26.6,71.6,41319
"Miller","Georgia",1888,622,74.3,24.5,69.6,32260
"Miller","Missouri",9285,1750,81.3,15.3,96.7,35507
"Mills","Iowa",5050,2080,66.4,27.3,97.2,63076
"Mills","Texas",1949,242,87.1,10.8,90,44213
"Milwaukee","Wisconsin",126091,288986,29,66.4,60.6,43193
"Miner","South Dakota",706,281,66.4,26.4,97.8,48477
"Mineral","Colorado",344,237,52.8,36.3,97.3,47083
"Mineral","Montana",1322,515,66.6,25.9,94.9,33033
"Mineral","Nevada",1179,637,59,31.9,72.5,35017
"Mineral","West Virginia",8957,2019,78.5,17.7,95.3,31163
"Mingo","West Virginia",7876,1365,83.2,14.4,97.1,35955
"Minidoka","Idaho",4887,1167,71.1,17,80.2,43266
"Minnehaha","South Dakota",42043,30610,53.7,39.1,88.1,52345
"Missaukee","Michigan",5386,1565,73.8,21.4,97.1,41061
"Mississippi","Arkansas",6988,5621,53.4,43,61.6,36428
"Mississippi","Missouri",3600,1458,69.7,28.2,74.1,29787
"Missoula","Montana",21699,30740,37.8,53.5,92.7,46117
"Mitchell","Georgia",4272,3492,54.4,44.4,47.9,32054
"Mitchell","Iowa",3180,1879,59.3,35.1,98.6,51078
"Mitchell","Kansas",2216,469,78.5,16.6,98,46667
"Mitchell","North Carolina",6225,1585,78.3,19.9,95.3,37680
"Mitchell","Texas",1780,353,81.3,16.1,68.4,42045
"Mobile","Alabama",91087,68429,55.7,41.9,60.2,43028
"Modoc","California",2413,798,71.8,23.8,83.5,36212
"Moffat","Colorado",5293,874,81.3,13.4,90,53231
"Mohave","Arizona",51312,15536,73.7,22.3,86.9,39200
"Moniteau","Missouri",5344,1237,78.5,18.2,92.4,47118
"Monmouth","New Jersey",165305,135825,53.1,43.6,82.6,84526
"Mono","California",1989,2551,40.2,51.6,82.4,61757
"Monona","Iowa",3115,1244,68.8,27.5,97.1,42025
"Monongalia","West Virginia",18278,14568,51.2,40.8,91,44173
"Monroe","Alabama",5771,4310,56.7,42.3,55.1,29203
"Monroe","Arkansas",1400,1298,50.4,46.7,56.3,27263
"Monroe","Florida",21885,18949,51.6,44.7,89.5,53607
"Monroe","Georgia",8821,3570,69.6,28.2,73.3,48630
"Monroe","Illinois",12614,5522,66.1,29,98,68482
"Monroe","Indiana",20527,34183,35.6,59.3,87.8,40052
"Monroe","Iowa",2635,1053,68.5,27.4,97.4,45997
"Monroe","Kentucky",4278,601,85.7,12,95.1,29808
"Monroe","Michigan",43255,26859,58.4,36.2,94.4,53972
"Monroe","Mississippi",10107,5485,64,34.8,67.7,36308
"Monroe","Missouri",3159,853,76.2,20.6,95.1,40657
"Monroe","New York",128871,174063,40.3,54.4,76.1,52394
"Monroe","Ohio",4781,1647,71.5,24.6,98.1,40573
"Monroe","Pennsylvania",31706,31930,48.1,48.4,77.2,57408
"Monroe","Tennessee",13361,3184,78.4,18.7,93.6,37595
"Monroe","West Virginia",4337,1089,76.5,19.2,97.5,41234
"Monroe","Wisconsin",11442,7047,58.5,36,93.9,49774
"Montague","Texas",7526,885,87.5,10.3,93.2,44231
"Montcalm","Michigan",16907,7874,63.7,29.7,94.3,40451
"Monterey","California",19580,47387,27.6,66.9,55.6,59168
"Montezuma","Colorado",7771,3920,61.2,30.9,81.1,43188
"Montgomery","Alabama",33928,58669,35.9,62,39.5,44790
"Montgomery","Arkansas",2573,735,74.1,21.2,94.4,31345
"Montgomery","Georgia",2668,847,74.9,23.8,69,32702
"Montgomery","Illinois",8616,3490,67.2,27.2,95.1,41952
"Montgomery","Indiana",11051,3362,73.2,22.3,95.2,46797
"Montgomery","Iowa",3431,1312,68.6,26.3,97.4,44281
"Montgomery","Kansas",8466,2557,72.8,22,83.3,39669
"Montgomery","Kentucky",7856,3158,68.6,27.6,94.5,37312
"Montgomery","Maryland",82985,309761,20.3,75.9,57.5,98221
"Montgomery","Mississippi",2334,1775,56.1,42.6,53,30466
"Montgomery","Missouri",4124,1118,76,20.6,95.7,40236
"Montgomery","New York",10579,5961,60.7,34.2,90.6,44156
"Montgomery","North Carolina",7070,4108,61.8,35.9,68.9,31830
"Montgomery","Ohio",120766,117661,48.4,47.1,73.9,43401
"Montgomery","Pennsylvania",160803,251063,37.6,58.7,81.1,79183
"Montgomery","Tennessee",32320,21686,56.4,37.9,71,49617
"Montgomery","Texas",150188,45744,74,22.5,83.5,67766
"Montgomery","Virginia",19455,20015,45.6,46.9,87.6,45543
"Montmorency","Michigan",3498,1286,69.8,25.7,97.6,35261
"Montour","Pennsylvania",5274,2851,61.8,33.4,95.3,51482
"Montrose","Colorado",11623,4510,67.5,26.2,86.7,45718
"Moody","South Dakota",1729,1042,59,35.6,81,51791
"Moore","North Carolina",30273,16148,63.4,33.8,80.4,49544
"Moore","Tennessee",2325,496,79.5,17,95.4,46170
"Moore","Texas",3974,1096,75.5,20.8,72.5,51181
"Mora","New Mexico",662,1533,27.2,63,70.9,28481
"Morehouse","Louisiana",6502,5155,54.9,43.5,51.3,28585
"Morgan","Alabama",37392,11216,74.8,22.4,79.8,44800
"Morgan","Colorado",8104,3128,68.2,26.3,79.4,43774
"Morgan","Georgia",6559,2658,69.5,28.2,72.7,47729
"Morgan","Illinois",9060,4693,62,32.1,90.9,46809
"Morgan","Indiana",23671,6037,75.9,19.4,97.7,55354
"Morgan","Kentucky",3628,1006,76.1,21.1,94.3,30658
"Morgan","Missouri",6757,1768,76.7,20.1,96.1,34797
"Morgan","Ohio",4315,1711,68.6,27.2,93.2,37865
"Morgan","Tennessee",5429,1053,81.5,15.8,94.4,37631
"Morgan","Utah",3156,572,61.4,11.1,97.5,80337
"Morgan","West Virginia",5718,1568,74.9,20.5,97.3,36046
"Morrill","Nebraska",1788,282,82.5,13,91.2,43886
"Morris","Kansas",1790,586,69.7,22.8,96,47445
"Morris","New Jersey",125376,114437,50.4,46,82.6,98633
"Morris","Texas",3443,1425,69.4,28.7,69.7,37849
"Morrison","Minnesota",12925,3637,73.7,20.7,97.7,47649
"Morrow","Ohio",11722,3711,72.4,22.9,97.7,51484
"Morrow","Oregon",2698,1004,67.6,25.2,77.7,49940
"Morton","Kansas",970,145,83.6,12.5,87.9,46607
"Morton","North Dakota",11319,3077,72.8,19.8,93.6,60065
"Motley","Texas",571,40,92.1,6.5,92.1,35845
"Moultrie","Illinois",4453,1476,71.7,23.8,98.5,46622
"Mountrail","North Dakota",2551,1211,63.6,30.2,65.6,68722
"Mower","Minnesota",8826,7444,50.2,42.3,90.6,46004
"Muhlenberg","Kentucky",9393,3272,72,25.1,93.7,38105
"Multnomah","Oregon",63055,271754,17.6,76,76.5,52511
"Murray","Georgia",10340,1799,83.2,14.5,89.1,34888
"Murray","Minnesota",2974,1295,64.1,27.9,96.7,52160
"Murray","Oklahoma",4173,1086,75.5,19.7,78,44151
"Muscatine","Iowa",9549,8284,50,43.4,89,51425
"Muscogee","Georgia",26901,39602,39.4,58,46.3,41339
"Muskegon","Michigan",35962,36640,46.6,47.5,80,40979
"Muskingum","Ohio",23588,10926,65.1,30.2,93,40524
"Muskogee","Oklahoma",15029,7969,62.1,32.9,59.8,38502
"Musselshell","Montana",1961,331,81.4,13.7,96.1,43409
"Nacogdoches","Texas",14751,6822,65.8,30.4,68.6,36777
"Nance","Nebraska",1257,280,78.6,17.5,98,44286
"Nantucket","Massachusetts",1892,4144,29.5,64.7,87.6,85478
"Napa","California",9335,20454,29.6,64.9,71.5,70443
"Nash","North Carolina",23142,23024,49.3,49.1,55.9,43084
"Nassau","Florida",34221,10849,73.5,23.3,89.8,55315
"Nassau","New York",275479,307326,45.9,51.3,73,97690
"Natchitoches","Louisiana",8965,7143,54,43,54.3,33953
"Natrona","Wyoming",23523,6573,72.4,20.2,92.8,57791
"Navajo","Arizona",18165,15362,51.3,43.4,49.3,36927
"Navarro","Texas",11984,3998,73.2,24.4,69.4,40795
"Nelson","Kentucky",13430,6434,64.7,31,91.9,43833
"Nelson","North Dakota",1025,536,60.5,31.6,97.2,49839
"Nelson","Virginia",4150,3677,50.3,44.6,83.3,48789
"Nemaha","Kansas",4066,714,80.9,14.2,97.3,47122
"Nemaha","Nebraska",2068,765,68.1,25.2,96.9,42672
"Neosho","Kansas",4340,1464,70.6,23.8,94.1,42071
"Neshoba","Mississippi",7613,2668,72.9,25.6,60.6,37050
"Ness","Kansas",1216,160,84.7,11.1,95.6,48800
"Nevada","Arkansas",2001,1156,61.7,35.6,65.9,33694
"Nevada","California",14686,16199,44.2,48.7,91.4,57353
"New Castle","Delaware",85507,162905,32.7,62.3,65.5,64537
"New Hanover","North Carolina",54665,50219,50.3,46.2,79.1,49835
"New Haven","Connecticut",157067,201578,42.2,54.1,74.8,61996
"New Kent","Virginia",8117,3545,66.7,29.1,81.7,70618
"New London","Connecticut",54726,62910,43.9,50.5,82.2,66583
"New Madrid","Missouri",5270,1933,71.7,26.3,81.7,35793
"New York","New York",58935,515481,10,87.2,57.4,69659
"Newaygo","Michigan",15174,6212,67.1,27.5,94.1,42571
"Newberry","South Carolina",10011,6212,59.6,37,62.1,41718
"Newport","Rhode Island",13370,19603,38.3,56.2,90.2,71713
"Newport News","Virginia",23650,40997,34.6,59.9,49,51027
"Newton","Arkansas",2875,699,76.6,18.6,96.1,30038
"Newton","Georgia",20907,21936,47.7,50.1,53.8,50580
"Newton","Indiana",4074,1403,70.4,24.2,96.2,50262
"Newton","Mississippi",5929,2549,69,29.7,63.2,39190
"Newton","Missouri",20546,4988,77.5,18.8,89.3,42268
"Newton","Texas",2961,978,73.8,24.4,76.9,37246
"Nez Perce","Idaho",10699,4828,62.2,28.1,90.1,46503
"Niagara","New York",49223,32888,57.2,38.2,88.5,47955
"Nicholas","Kentucky",1957,787,68.9,27.7,97.9,43081
"Nicholas","West Virginia",7169,1821,76.4,19.4,98.4,40064
"Nicollet","Minnesota",8436,7886,47.1,44,93.7,60115
"Niobrara","Wyoming",1116,115,86,8.9,96.5,38438
"Noble","Indiana",12198,3904,72.2,23.1,92.5,47117
"Noble","Ohio",4441,1201,75.6,20.4,96.1,38290
"Noble","Oklahoma",3707,901,76.1,18.5,84.2,44842
"Nobles","Minnesota",5299,2733,61.7,31.8,75.8,48208
"Nodaway","Missouri",6379,2529,67.6,26.8,94.5,36641
"Nolan","Texas",3551,1029,74.9,21.7,83.6,36806
"Norfolk","Massachusetts",119171,219129,33.3,61.2,82.3,84916
"Norfolk","Virginia",19875,51429,26.4,68.4,47.1,44747
"Norman","Minnesota",1699,1264,52.6,39.1,94.2,45389
"Northampton","North Carolina",3556,6113,36.4,62.6,39.2,31433
"Northampton","Pennsylvania",71384,65936,50,46.2,86.3,60097
"Northampton","Virginia",2686,3255,43.8,53.1,57.9,33635
"Northumberland","Pennsylvania",24418,9184,69.8,26.3,95.4,41208
"Northumberland","Virginia",5089,2830,62.2,34.6,71.4,51342
"Norton","Kansas",1808,277,82.6,12.6,94.5,46029
"Norton","Virginia",1021,383,70.1,26.3,88.7,39416
"Nottoway","Virginia",3712,2829,55.3,42.1,56.6,36607
"Nowata","Oklahoma",3321,742,78.4,17.5,69,39430
"Noxubee","Mississippi",1181,4330,21.3,78.2,27.1,24338
"Nuckolls","Nebraska",1709,348,79.4,16.2,97.4,37594
"Nueces","Texas",50704,49102,48.8,47.2,81.5,47057
"Nye","Nevada",13320,5095,68,26,85.9,39876
"O'Brien","Iowa",5735,1314,78,17.9,96,48185
"Oakland","Michigan",289127,342976,43.6,51.7,77.3,65594
"Obion","Tennessee",9525,2425,77.9,19.8,85.9,39467
"Ocean","New Jersey",170103,81845,65.5,31.5,91,61136
"Oceana","Michigan",7228,3973,60.7,33.4,90.1,40023
"Ochiltree","Texas",2628,274,88.2,9.2,85.6,49964
"Oconee","Georgia",12885,5253,67.7,27.6,88.4,75004
"Oconee","South Carolina",24096,7979,71.9,23.8,87.8,41394
"Oconto","Wisconsin",13255,5886,66.5,29.5,96.7,51615
"Ogemaw","Michigan",6827,3030,65.7,29.2,97.1,34619
"Ogle","Illinois",14344,8025,60.3,33.7,93.2,54541
"Oglethorpe","Georgia",4622,1829,69.5,27.5,78.3,45729
"Ohio","Indiana",2118,686,72.6,23.5,98.1,50377
"Ohio","Kentucky",7942,2080,76.4,20,96.2,40830
"Ohio","West Virginia",11077,5452,62.2,30.6,93.2,41025
"Okaloosa","Florida",71788,23711,71.3,23.6,81.1,54684
"Okanogan","Washington",4048,2630,57.3,37.2,73.9,40368
"Okeechobee","Florida",9342,3953,68.5,29,77.5,34570
"Okfuskee","Oklahoma",2791,943,71,24,64.4,35170
"Oklahoma","Oklahoma",141429,112661,51.7,41.2,64.6,45215
"Okmulgee","Oklahoma",8926,4379,64.1,31.4,65.8,39156
"Oktibbeha","Mississippi",7671,7851,47.5,48.6,59.2,30987
"Oldham","Kentucky",20469,10268,62.3,31.3,91,83391
"Oldham","Texas",850,78,89.9,8.3,90.2,48929
"Oliver","North Dakota",827,119,82.5,11.9,97.3,71250
"Olmsted","Minnesota",35668,36266,45,45.7,85.7,66252
"Oneida","Idaho",1531,184,74,8.9,96.7,40842
"Oneida","New York",48490,30749,57.8,36.7,87.1,48729
"Oneida","Wisconsin",11677,8103,56,38.9,96.6,45759
"Onondaga","New York",78277,102915,40.8,53.6,81.1,54242
"Onslow","North Carolina",36342,17156,65.6,31,74,45450
"Ontario","New York",24237,20040,51.2,42.3,93.7,56479
"Ontonagon","Michigan",2069,1175,60.5,34.4,97.3,34620
"Orange","California",356892,395801,44.9,49.8,60.8,75422
"Orange","Florida",195091,329579,35.7,60.4,63.6,47581
"Orange","Indiana",5800,2048,70.8,25,97,38826
"Orange","New York",72129,63037,51.2,44.8,77.2,70458
"Orange","North Carolina",18373,59105,23,74,74.4,55569
"Orange","Texas",25385,5716,79.9,18,86.1,49507
"Orange","Vermont",4993,7516,37.1,55.9,97,52480
"Orange","Virginia",10511,5955,61.3,34.7,82.4,60287
"Orangeburg","South Carolina",11909,26258,30.7,67.6,34.3,34110
"Oregon","Missouri",3668,865,78.6,18.5,96.6,27743
"Orleans","Louisiana",24267,133833,14.7,80.8,33,37146
"Orleans","New York",11582,4327,69.3,25.9,89.8,48502
"Orleans","Vermont",5158,5181,46.9,47.2,96.6,41953
"Osage","Kansas",4713,1730,68.4,25.1,96.9,50205
"Osage","Missouri",5845,998,82.6,14.1,98.8,51408
"Osage","Oklahoma",12559,5593,66.3,29.5,66,44195
"Osborne","Kansas",1437,231,82,13.2,97.6,37925
"Osceola","Florida",50252,85287,35.9,60.9,71,43891
"Osceola","Iowa",2528,552,79.1,17.3,95.2,48659
"Osceola","Michigan",7336,2705,69.2,25.5,96.9,37788
"Oscoda","Michigan",2843,1044,70,25.7,97.7,33239
"Oswego","New York",25870,15614,58.6,35.4,96.3,48051
"Otero","Colorado",2988,1719,59.3,34.1,78.5,33848
"Otero","New Mexico",11756,6033,59.4,30.5,72.7,39263
"Otoe","Nebraska",4833,2017,66.4,27.7,94.9,50881
"Otsego","Michigan",8266,3556,66,28.4,96.9,47584
"Otsego","New York",12284,9285,53.4,40.3,94.7,47765
"Ottawa","Kansas",2261,424,78.9,14.8,96.7,58396
"Ottawa","Michigan",90456,46276,62.2,31.8,90.1,56453
"Ottawa","Ohio",12389,8136,57,37.4,96.5,53202
"Ottawa","Oklahoma",7627,2584,71.4,24.2,69,36473
"Otter Tail","Minnesota",20939,9339,64.9,28.9,96.1,48961
"Ouachita","Arkansas",5347,4320,53.9,43.5,57,32015
"Ouachita","Louisiana",41712,24420,61.4,35.9,60.4,38955
"Ouray","Colorado",1337,1690,40.7,51.4,96.4,64601
"Outagamie","Wisconsin",51579,38117,54.2,40.1,91.3,58318
"Overton","Tennessee",6055,1943,73.9,23.7,97.7,34604
"Owen","Indiana",6151,1946,72.2,22.8,97.9,43950
"Owen","Kentucky",3745,1062,74.9,21.2,96.6,41009
"Owsley","Kentucky",1474,256,83.8,14.6,98.7,19986
"Owyhee","Idaho",3052,591,77.9,15.1,76,32175
"Oxford","Maine",16214,12172,52.1,39.1,96.8,40674
"Ozark","Missouri",3639,724,80.8,16.1,97.4,32078
"Ozaukee","Wisconsin",30458,20167,57.1,37.8,94.9,75457
"Pacific","Washington",4444,3900,50.1,44,87.4,39830
"Page","Iowa",4875,1801,70,25.8,94.4,43010
"Page","Virginia",7824,2514,73.4,23.6,95.9,42906
"Palm Beach","Florida",270762,371411,41.2,56.5,73.5,52432
"Palo Alto","Iowa",3079,1395,65.9,29.8,97.8,44663
"Palo Pinto","Texas",8222,1700,80.8,16.7,87.1,41670
"Pamlico","North Carolina",4225,2427,62.4,35.8,76.3,43853
"Panola","Mississippi",7371,7300,49.6,49.1,49.4,35715
"Panola","Texas",8445,1835,81.1,17.6,76.8,52453
"Park","Colorado",6053,3351,59.1,32.7,94.7,61570
"Park","Montana",4632,3341,53.8,38.8,96.5,42426
"Park","Wyoming",11115,2535,76,17.3,95.6,53951
